partID,productLine,prodCategory
part35d346f,line49,Liquids
part35d3fa8,line55,SpareParts
part35d6bb3,line55,SpareParts
part35d8a31,line55,SpareParts
part35dacbd,line55,SpareParts
part35dcb72,linea3,Marketables
part35e98c7,line55,SpareParts
part35ea5eb,line49,Liquids
part35f0374,line55,SpareParts
part35fab64,line55,SpareParts
part35fe6fd,linea3,Marketables
part360add9,line39,Machines
part36126a7,line2f,Machines
part36167c3,line49,Liquids
part361b29d,linec1,Marketables
part362da7c,linea3,Marketables
part362e100,lined6,Liquids
part362e24e,linea3,Marketables
part3630942,line55,SpareParts
part3634298,linec1,Marketables
part3635b9c,line6d,Machines
part363647e,line5f,Machines
part3637eb7,linec1,Marketables
part363b887,line4c,Liquids
part363caf2,line49,Liquids
part3640fc5,line49,Liquids
part3641c32,linec1,Marketables
part364c2df,line6d,Machines
part364fc4c,line9b,Machines
part36541e2,line4b,Machines
part36559ce,lined6,Liquids
part365bb7a,line4c,Liquids
part365ffee,linea3,Marketables
part366e362,line55,SpareParts
part36721af,line49,Liquids
part367447d,linea3,Marketables
part36773dc,linea3,Marketables
part3695e46,line2f,Machines
part3697d24,line90,Machines
part369b286,line55,SpareParts
part36b12f3,linea3,Marketables
part36b8b2e,line55,SpareParts
part36c1abf,linec1,Marketables
part36c21b8,line49,Liquids
part36c434f,line55,SpareParts
part36c6d16,linec1,Marketables
part36d301,linea3,Marketables
part36d462,line9b,Machines
part36d7eeb,line49,Liquids
part36dea6d,linea3,Marketables
part36e8d8f,line94,Machines
part36f09a4,line55,SpareParts
part36f7e06,line61,Machines
part36fb98,linec1,Marketables
part36fff89,line49,Liquids
part3702f07,linec1,Marketables
part3703b88,line2f,Machines
part3704f15,linea3,Marketables
part371b72e,linea3,Marketables
part371c6ef,linea3,Marketables
part371ccad,line49,Liquids
part3721212,line39,Machines
part3722099,line49,Liquids
part37230b7,lined6,Liquids
part3727692,linea3,Marketables
part372a7ec,linea3,Marketables
part372bfa2,linea3,Marketables
part372bfb,line7a,Machines
part3733e03,line55,SpareParts
part373474,line4c,Liquids
part37412e8,line9b,Machines
part3748761,line7a,Machines
part374d628,line55,SpareParts
part375ebe9,line55,SpareParts
part376630b,linec1,Marketables
part37669e3,lined6,Liquids
part376998,line49,Liquids
part3769a6a,line4b,Machines
part3778ac8,line55,SpareParts
part377a1c6,lined6,Liquids
part377c51,line55,SpareParts
part377e84b,lined6,Liquids
part3785abe,line49,Liquids
part378c954,lined6,Liquids
part378d6e0,linec1,Marketables
part378f1a9,lined6,Liquids
part3790e24,linea3,Marketables
part3792811,line55,SpareParts
part379e8c3,line55,SpareParts
part379ebd5,line55,SpareParts
part37a2236,line55,SpareParts
part37aa52e,lined6,Liquids
part37ac96c,line55,SpareParts
part37aef43,linea3,Marketables
part37b3d88,lined6,Liquids
part37bae7c,line49,Liquids
part37c3fa6,linea3,Marketables
part37c7b0e,line9b,Machines
part37c8954,line60,Machines
part37c96ca,linec1,Marketables
part37cbc6e,line9b,Machines
part37cd4e1,line55,SpareParts
part37cea2b,line55,SpareParts
part37d8d25,linea3,Marketables
part37d9ebf,linea3,Marketables
part37e22cb,line55,SpareParts
part37e4ac7,linea3,Marketables
part37e6767,line6d,Machines
part37ec78e,line49,Liquids
part37f1ec4,line49,Liquids
part37f3277,line55,SpareParts
part37f5701,line60,Machines
part37fa7a,line4b,Machines
part37fad2,line4c,Liquids
part37fb05b,line5f,Machines
part3801f4f,line55,SpareParts
part3802e82,line55,SpareParts
part38192ef,line4c,Liquids
part381addf,line55,SpareParts
part381adf2,lined6,Liquids
part381e4e0,line4b,Machines
part38200ad,line55,SpareParts
part38200b2,line55,SpareParts
part3822962,line4c,Liquids
part3829acb,line4b,Machines
part382d2d1,line55,SpareParts
part3832734,linec1,Marketables
part3841ee4,line55,SpareParts
part3842dde,linea3,Marketables
part38465ed,line49,Liquids
part384a707,linec1,Marketables
part384d1d4,line4c,Liquids
part384edd5,line55,SpareParts
part385006,lined6,Liquids
part385ea5f,line55,SpareParts
part3860115,linec1,Marketables
part3865251,line7a,Machines
part386a8e6,linec1,Marketables
part38729fa,line49,Liquids
part387a75e,line4c,Liquids
part387c778,linea3,Marketables
part387ceae,line39,Machines
part3880a9f,linea3,Marketables
part38856c4,line2f,Machines
part389083f,lined6,Liquids
part3892d98,linea3,Marketables
part389492b,line49,Liquids
part3898e3,linea3,Marketables
part389b5c6,line9b,Machines
part389d007,line4b,Machines
part38a2e18,line55,SpareParts
part38a3ee6,line55,SpareParts
part38ad1fa,line94,Machines
part38b14a5,line49,Liquids
part38b9a0c,line55,SpareParts
part38bd488,lined6,Liquids
part38bf389,lined6,Liquids
part38c2d60,line49,Liquids
part38c7609,linec1,Marketables
part38c7896,line6d,Machines
part38d0918,linea3,Marketables
part38d4fb9,line55,SpareParts
part38d6869,line4c,Liquids
part38d8743,linec1,Marketables
part38dd731,linee2,Machines
part38eb3e0,line49,Liquids
part38ecfdc,line49,Liquids
part3901719,linec1,Marketables
part39019eb,lined6,Liquids
part3904999,line4c,Liquids
part3906049,line55,SpareParts
part3908118,lined6,Liquids
part390b544,linec1,Marketables
part391223a,line49,Liquids
part391366,linea3,Marketables
part391c9f1,line49,Liquids
part391d1ce,lined6,Liquids
part391e380,line90,Machines
part391f3f9,linea3,Marketables
part39253c4,linec1,Marketables
part392579a,lined6,Liquids
part3933cd6,line55,SpareParts
part3936f6,linea3,Marketables
part393f611,linea3,Marketables
part394d984,line7a,Machines
part39542e8,line55,SpareParts
part395bfe3,linea3,Marketables
part395c7a5,line4c,Liquids
part396498e,line4c,Liquids
part396a307,line55,SpareParts
part396a42b,line94,Machines
part3970e13,linea3,Marketables
part3976593,linec1,Marketables
part397c3e,linec1,Marketables
part39862ff,line49,Liquids
part3986f18,linea3,Marketables
part3987906,line55,SpareParts
part3988752,linec1,Marketables
part39915da,linec1,Marketables
part3997501,line55,SpareParts
part3998d01,line55,SpareParts
part399c269,line4b,Machines
part399d214,line55,SpareParts
part399d71b,line6d,Machines
part39a5948,linea3,Marketables
part39b12e7,line9b,Machines
part39b16ed,linea3,Marketables
part39b2f4e,linea3,Marketables
part39b58c4,line55,SpareParts
part39b7173,line55,SpareParts
part39b9bf2,lined6,Liquids
part39bb3f3,line49,Liquids
part39bd7e4,line55,SpareParts
part39c03a,line55,SpareParts
part39c96f1,line55,SpareParts
part39ce6ca,line49,Liquids
part39dcb1,line49,Liquids
part39e0651,line55,SpareParts
part39ef976,linea3,Marketables
part39f6e4c,linea3,Marketables
part39f99fc,linec1,Marketables
part3a0096d,line55,SpareParts
part3a03529,linec1,Marketables
part3a138fe,line49,Liquids
part3a1a1fd,line55,SpareParts
part3a1e3d,linec1,Marketables
part3a20155,lined6,Liquids
part3a217d0,line4c,Liquids
part3a21dcc,line9b,Machines
part3a2f39c,linec1,Marketables
part3a32074,line4c,Liquids
part3a35c4,line6d,Machines
part3a44e2b,linec1,Marketables
part3a5d938,line55,SpareParts
part3a606cc,line9b,Machines
part3a60732,lined6,Liquids
part3a67d65,line55,SpareParts
part3a73fae,linea3,Marketables
part3a74df8,line55,SpareParts
part3a75750,line49,Liquids
part3a80ef7,line61,Machines
part3a839b,lined6,Liquids
part3a84f4f,line55,SpareParts
part3a8768d,line55,SpareParts
part3a8a601,lined6,Liquids
part3a8cb38,line4b,Machines
part3a8fb65,line49,Liquids
part3a9cfd2,line94,Machines
part3aa8d44,line49,Liquids
part3ab79a5,linea3,Marketables
part3aba3d9,linea3,Marketables
part3abbe75,lined6,Liquids
part3abf99d,linec1,Marketables
part3ac588c,line55,SpareParts
part3aca6b5,lined6,Liquids
part3ace73a,linea3,Marketables
part3acf2dd,lineb8,Machines
part3ad01ee,line55,SpareParts
part3ad4a21,line6d,Machines
part3ada2f8,line55,SpareParts
part3ae37a5,linec1,Marketables
part3ae5b41,line49,Liquids
part3ae787,linec1,Marketables
part3aeff1c,linea3,Marketables
part3af2e05,linec1,Marketables
part3af8501,lined6,Liquids
part3af9dd1,lined6,Liquids
part3b0614b,line55,SpareParts
part3b0c701,linea3,Marketables
part3b1408f,line4c,Liquids
part3b1d8f3,line55,SpareParts
part3b1d989,line6d,Machines
part3b227db,linec1,Marketables
part3b2845a,line9b,Machines
part3b31d1e,line49,Liquids
part3b3563d,line49,Liquids
part3b361fd,linec1,Marketables
part3b511d6,linec1,Marketables
part3b51597,linec1,Marketables
part3b583eb,line55,SpareParts
part3b5b0bf,line4c,Liquids
part3b64704,linea3,Marketables
part3b64a0d,linec1,Marketables
part3b6b4fc,line55,SpareParts
part3b71522,line49,Liquids
part3b7ada7,line55,SpareParts
part3b7bc9f,linef3,Machines
part3b8296d,line55,SpareParts
part3b852a7,line49,Liquids
part3b8acdf,line49,Liquids
part3b8c7f8,line56,Machines
part3b979d7,lined6,Liquids
part3ba806f,line55,SpareParts
part3bbae1a,line55,SpareParts
part3bce584,line49,Liquids
part3bce7f0,line55,SpareParts
part3bcfcaf,line6d,Machines
part3bdadf6,lined6,Liquids
part3bdca6a,line55,SpareParts
part3be374c,line55,SpareParts
part3be5f4b,linea3,Marketables
part3c0da5d,line4b,Machines
part3c10cc,line9b,Machines
part3c11118,linec1,Marketables
part3c16a43,line55,SpareParts
part3c183cf,linec1,Marketables
part3c20fea,line49,Liquids
part3c26ab7,line49,Liquids
part3c2fa9,lined6,Liquids
part3c318aa,line56,Machines
part3c32046,line2f,Machines
part3c35e7b,line49,Liquids
part3c371b9,line55,SpareParts
part3c372c7,line55,SpareParts
part3c394c5,line60,Machines
part3c3b3cf,line49,Liquids
part3c3f648,line49,Liquids
part3c4334d,line55,SpareParts
part3c4912,linea3,Marketables
part3c4bb12,lined6,Liquids
part3c4d124,line49,Liquids
part3c4feda,line49,Liquids
part3c5cd45,line55,SpareParts
part3c613b5,linea3,Marketables
part3c6523a,lined6,Liquids
part3c66d5,linea3,Marketables
part3c6a466,line9b,Machines
part3c6cb3f,linea3,Marketables
part3c7fbe1,line9b,Machines
part3c85375,linea3,Marketables
part3c8b6f0,linea3,Marketables
part3c90255,lined6,Liquids
part3c99a20,linec1,Marketables
part3cab3af,linec1,Marketables
part3cbbac0,linea3,Marketables
part3cc2fa2,linec1,Marketables
part3cc7d4c,lined6,Liquids
part3ccb27b,line55,SpareParts
part3ccc539,line55,SpareParts
part3ccdc0d,line9b,Machines
part3cdcb21,linea3,Marketables
part3ce2ec6,line55,SpareParts
part3ce55cc,linea3,Marketables
part3ceb93c,line2f,Machines
part3cebc77,line55,SpareParts
part3cf0022,lined6,Liquids
part3cf2db7,lineb8,Machines
part3d03369,line49,Liquids
part3d0369d,line49,Liquids
part3d06f11,line49,Liquids
part3d0eb46,line9b,Machines
part3d10cb4,line49,Liquids
part3d1343f,linea3,Marketables
part3d14bb4,linea3,Marketables
part3d17d13,linec1,Marketables
part3d1d334,line49,Liquids
part3d1d50d,linea3,Marketables
part3d1d940,lined6,Liquids
part3d1fb6a,line49,Liquids
part3d21f4c,line55,SpareParts
part3d22af3,line61,Machines
part3d2b8c8,linec1,Marketables
part3d2c8f,line55,SpareParts
part3d2c985,linec1,Marketables
part3d32a2,line2f,Machines
part3d337ad,linea3,Marketables
part3d485c4,lined6,Liquids
part3d6b1df,line49,Liquids
part3d774fe,line94,Machines
part3d7ba43,linec1,Marketables
part3d8105e,line55,SpareParts
part3d93ccc,line55,SpareParts
part3d9725d,linea3,Marketables
part3da338e,linea3,Marketables
part3da9e6e,linea3,Marketables
part3db2c7c,line9b,Machines
part3dba0,line90,Machines
part3dbb400,line4c,Liquids
part3dbba49,linef3,Machines
part3dbe1dd,line9b,Machines
part3dc02bb,linea3,Marketables
part3dc4c75,linec1,Marketables
part3dcb26d,line55,SpareParts
part3dcbe82,linec1,Marketables
part3dcf86f,linea3,Marketables
part3dd052,lined6,Liquids
part3dd60d9,lined6,Liquids
part3de9346,lined6,Liquids
part3deb617,lined6,Liquids
part3dfe5cf,line4c,Liquids
part3e00ad4,linea3,Marketables
part3e03d3d,line94,Machines
part3e0ac82,line94,Machines
part3e0bfc4,line4c,Liquids
part3e13104,line49,Liquids
part3e18556,line55,SpareParts
part3e1b2e7,linea3,Marketables
part3e297a0,line55,SpareParts
part3e34149,line9b,Machines
part3e3775,line49,Liquids
part3e4a9e0,linec1,Marketables
part3e4bdf,linea3,Marketables
part3e4c345,line55,SpareParts
part3e5bca,line9b,Machines
part3e64760,line49,Liquids
part3e659ea,linec1,Marketables
part3e66a2,linea3,Marketables
part3e6efa5,linea3,Marketables
part3e6fc98,line55,SpareParts
part3e7471e,linec1,Marketables
part3e7d29a,line55,SpareParts
part3e7fa38,linea3,Marketables
part3e86541,line49,Liquids
part3e8dded,line4c,Liquids
part3e8f43d,line55,SpareParts
part3e94a17,linec1,Marketables
part3e95d85,line49,Liquids
part3e9e5ab,line55,SpareParts
part3ea219d,line49,Liquids
part3ea329d,linec1,Marketables
part3eabe52,linec1,Marketables
part3eb1732,linec1,Marketables
part3eb5052,linea3,Marketables
part3eb9c0,line55,SpareParts
part3ec4633,line49,Liquids
part3ec7f2b,lined6,Liquids
part3ecb037,line49,Liquids
part3ed0372,lineb8,Machines
part3ed88be,linec1,Marketables
part3edd9b,line55,SpareParts
part3edec25,line4b,Machines
part3edf6e1,line4b,Machines
part3ee6b,line4b,Machines
part3eeb87e,line55,SpareParts
part3ef1dcd,line49,Liquids
part3ef8e23,line55,SpareParts
part3f0277f,linec1,Marketables
part3f1402f,line55,SpareParts
part3f22e6d,linea3,Marketables
part3f26630,linec1,Marketables
part3f27cdc,linec1,Marketables
part3f2a2f9,line49,Liquids
part3f31eda,line4c,Liquids
part3f338bb,line55,SpareParts
part3f3798e,line55,SpareParts
part3f3d21c,linea3,Marketables
part3f3d52c,lineb8,Machines
part3f3ead6,line55,SpareParts
part3f40df9,linea3,Marketables
part3f47396,line6d,Machines
part3f4a281,line55,SpareParts
part3f4cb5c,line55,SpareParts
part3f509ea,line55,SpareParts
part3f50e45,line55,SpareParts
part3f59ac3,linea3,Marketables
part3f60585,linec1,Marketables
part3f7b4f2,linea3,Marketables
part3f85ad7,line9b,Machines
part3f9029e,linea3,Marketables
part3f9aacd,line55,SpareParts
part3fa36bd,linea3,Marketables
part3fa41cb,linec1,Marketables
part3fa432c,line55,SpareParts
part3fb0853,lined6,Liquids
part3fb35b1,line4b,Machines
part3fb5fe9,line55,SpareParts
part3fbe040,linea3,Marketables
part3fc4f8e,linea3,Marketables
part3fd9e2c,line55,SpareParts
part3fda448,lined6,Liquids
part3fdc4fe,linea3,Marketables
part3fdc895,linea3,Marketables
part3fddb4f,line55,SpareParts
part3fe602f,line4c,Liquids
part3fe989,linec1,Marketables
part3ff5fd1,line55,SpareParts
part3ff64cc,linea3,Marketables
part3ff8931,line55,SpareParts
part3ffe996,line6d,Machines
part4000406,lined6,Liquids
part4008e70,line55,SpareParts
part400e3d7,linec1,Marketables
part4013a30,line4b,Machines
part4014808,line55,SpareParts
part40154d0,lined6,Liquids
part401e5a1,line49,Liquids
part4023b90,line49,Liquids
part4030c85,linea3,Marketables
part4032db6,line60,Machines
part4033228,line4b,Machines
part4034b68,line49,Liquids
part403520c,line49,Liquids
part4038a40,line4b,Machines
part403f9b9,line55,SpareParts
part4049ee7,line55,SpareParts
part404ac21,line94,Machines
part405a59f,linea3,Marketables
part405ff53,line49,Liquids
part4064f37,linec1,Marketables
part4065725,linec1,Marketables
part4069c28,line55,SpareParts
part406c4bd,linea3,Marketables
part4078942,lined6,Liquids
part4083815,linea3,Marketables
part4083d60,line6d,Machines
part4087f63,line4c,Liquids
part408cf6f,linec1,Marketables
part408e47e,line4b,Machines
part408f787,line4c,Liquids
part4093457,line4c,Liquids
part4095b1d,linea3,Marketables
part4096d88,line4c,Liquids
part409c5fb,linec1,Marketables
part409c7e9,line55,SpareParts
part40a57c9,linec1,Marketables
part40c9af8,line55,SpareParts
part40d030e,linea3,Marketables
part40dd270,linea3,Marketables
part40ee46d,line4c,Liquids
part40fc410,lined6,Liquids
part40ff3bc,line2f,Machines
part41020f,line55,SpareParts
part410493c,linea3,Marketables
part4105749,line55,SpareParts
part410ba04,line55,SpareParts
part410cf67,line49,Liquids
part411a3e,line39,Machines
part411dc39,line90,Machines
part411e28e,line49,Liquids
part4128d7e,lined6,Liquids
part4128fba,line56,Machines
part41296ae,lined6,Liquids
part412dadd,line49,Liquids
part412e0d6,linea3,Marketables
part413395b,line4c,Liquids
part4136dd1,line4b,Machines
part4138736,line55,SpareParts
part413c890,linec1,Marketables
part413c9f4,linec1,Marketables
part4142fcc,line55,SpareParts
part414c1c5,line55,SpareParts
part414e683,line55,SpareParts
part414eb26,line94,Machines
part4150d4d,lined6,Liquids
part415844b,line55,SpareParts
part4166a65,line49,Liquids
part41703bf,line55,SpareParts
part4172b5a,linea3,Marketables
part41803cd,line60,Machines
part4182ff0,line55,SpareParts
part418ee7f,line55,SpareParts
part41921a5,linea3,Marketables
part419250c,linec1,Marketables
part4194378,line7a,Machines
part41a05e6,linec1,Marketables
part41a1a06,line49,Liquids
part41a226,linec1,Marketables
part41a717,lined6,Liquids
part41b4cce,line49,Liquids
part41b58ae,line9b,Machines
part41bc2a,line55,SpareParts
part41c933b,line5f,Machines
part41d84d1,linec1,Marketables
part41da15,line49,Liquids
part41dae49,line49,Liquids
part41ed233,line2f,Machines
part41f63f5,linea3,Marketables
part41f7f91,line55,SpareParts
part41fb28b,linea3,Marketables
part41fde17,linea3,Marketables
part420196,line2f,Machines
part4205e0d,line55,SpareParts
part420a6f4,line2f,Machines
part420d6bc,linec1,Marketables
part4211f9b,linea3,Marketables
part422b688,line55,SpareParts
part4235b8a,linec1,Marketables
part423d820,linea3,Marketables
part423f8ac,line4c,Liquids
part4245358,linea3,Marketables
part42517ad,line55,SpareParts
part425671b,line55,SpareParts
part4259a29,line4c,Liquids
part426bedb,line55,SpareParts
part426df63,line55,SpareParts
part4273af,line49,Liquids
part427c3a0,line55,SpareParts
part4283384,linec1,Marketables
part42917ff,line55,SpareParts
part4298d3e,line4c,Liquids
part4298f0c,line9b,Machines
part429e71d,line49,Liquids
part42a2ac5,line55,SpareParts
part42a835f,line9b,Machines
part42a8bee,linea3,Marketables
part42b269b,line9b,Machines
part42b859,line55,SpareParts
part42b865b,line9b,Machines
part42baed6,line55,SpareParts
part42bea42,lined6,Liquids
part42bfcb9,linea3,Marketables
part42c78ca,line49,Liquids
part42cd656,line90,Machines
part42ce81d,line6d,Machines
part42d251e,lineb8,Machines
part42d4f77,line7a,Machines
part42d50b9,line55,SpareParts
part42e7263,line49,Liquids
part42e7b7d,linec1,Marketables
part42f7e7b,line55,SpareParts
part4300f6b,linea3,Marketables
part430c788,line55,SpareParts
part430f5cb,lined6,Liquids
part4314414,lined6,Liquids
part4319857,line4c,Liquids
part431cc2f,line4c,Liquids
part43222e4,linea3,Marketables
part4322b18,linea3,Marketables
part4327b07,line2f,Machines
part4331d3f,line56,Machines
part433630d,line55,SpareParts
part4342a8b,linea3,Marketables
part434d2bc,line61,Machines
part434f201,linea3,Marketables
part43534f8,linea3,Marketables
part436398e,linec1,Marketables
part43656c7,linec1,Marketables
part436d571,line55,SpareParts
part437699d,line55,SpareParts
part4376a70,linec1,Marketables
part437724a,linea3,Marketables
part437c46,line71,Machines
part4381a66,lined6,Liquids
part4384a3e,line55,SpareParts
part43886c1,line55,SpareParts
part438c19a,lined6,Liquids
part438eb15,linec1,Marketables
part43902ba,line56,Machines
part4391c83,line49,Liquids
part439324b,line55,SpareParts
part439bb4b,lined6,Liquids
part439fc03,linef3,Machines
part43a5ae5,linea3,Marketables
part43aa868,linec1,Marketables
part43b199,line2f,Machines
part43b6fb8,lined6,Liquids
part43be066,line94,Machines
part43be69a,linea3,Marketables
part43bedc5,line4c,Liquids
part43c3f87,linec1,Marketables
part43c4db7,line94,Machines
part43ca3f3,linea3,Marketables
part43cf6fd,linea3,Marketables
part43cfcd3,line4c,Liquids
part43d64d3,line49,Liquids
part43e5639,line55,SpareParts
part43e59fb,lined6,Liquids
part43e84cc,line49,Liquids
part43eca83,lined6,Liquids
part43f45e5,lineb8,Machines
part43f50e5,line6d,Machines
part43fba5f,line9b,Machines
part43fd3b3,line55,SpareParts
part43ff9a,line6d,Machines
part4400312,line55,SpareParts
part4400a39,linea3,Marketables
part44051d9,line55,SpareParts
part44077d0,line9b,Machines
part4409497,line9b,Machines
part440ebdd,line4c,Liquids
part440ec4,line60,Machines
part4415a59,linec1,Marketables
part441fe20,line55,SpareParts
part442c988,line55,SpareParts
part442fe3f,linea3,Marketables
part443146,lined6,Liquids
part4437a08,linea3,Marketables
part4441e74,line55,SpareParts
part444cf0c,linec1,Marketables
part444d9c3,line94,Machines
part445777f,line55,SpareParts
part445e596,line49,Liquids
part4462711,line55,SpareParts
part446289,linea3,Marketables
part4465fcf,linec1,Marketables
part44716f3,linea3,Marketables
part4472c16,linea3,Marketables
part4488fcc,line90,Machines
part448be87,linea3,Marketables
part4494eb8,line49,Liquids
part449cb99,linea3,Marketables
part44a0a72,linea3,Marketables
part44a1cc6,linea3,Marketables
part44a8795,linec1,Marketables
part44a8a54,line55,SpareParts
part44afb09,line55,SpareParts
part44b019,line55,SpareParts
part44b0b4f,lined6,Liquids
part44b9290,linea3,Marketables
part44c01d4,line55,SpareParts
part44c20fe,linea3,Marketables
part44c5211,line55,SpareParts
part44d5c6,line9b,Machines
part44d66e9,linea3,Marketables
part44e44e2,line49,Liquids
part44e4f79,line55,SpareParts
part44f03cb,linea3,Marketables
part44f16ee,line6d,Machines
part44f3ff1,line9b,Machines
part44f6ea6,line4c,Liquids
part44f916e,line61,Machines
part4507ebe,line55,SpareParts
part4509ec4,linea3,Marketables
part450a098,lined6,Liquids
part450e27d,line4b,Machines
part4511209,line55,SpareParts
part4511215,linec1,Marketables
part4515150,line55,SpareParts
part451bb96,line55,SpareParts
part452172b,line9b,Machines
part4523515,lined6,Liquids
part4526ac2,linea3,Marketables
part4526c73,lined6,Liquids
part452db2e,line49,Liquids
part452eee9,lined6,Liquids
part4533fe4,line55,SpareParts
part4547043,line49,Liquids
part454d39d,line55,SpareParts
part4550690,line4c,Liquids
part4553819,line4c,Liquids
part4556eda,lined6,Liquids
part455a46a,line6d,Machines
part455af91,line55,SpareParts
part456650f,line49,Liquids
part4570fdf,line9b,Machines
part4599fe0,linea3,Marketables
part45a9c2b,line9b,Machines
part45ace0c,linea3,Marketables
part45ade7c,linea3,Marketables
part45aeed6,line55,SpareParts
part45afbe4,linea3,Marketables
part45b1e2c,linec1,Marketables
part45b2019,line55,SpareParts
part45b8431,line7a,Machines
part45beff3,line49,Liquids
part45bf7f4,line55,SpareParts
part45c76a3,lined6,Liquids
part45c8ebc,line5f,Machines
part45cfd4a,line55,SpareParts
part45d0e5d,line4c,Liquids
part45d1503,line9b,Machines
part45d18ca,lined6,Liquids
part45d65e7,line60,Machines
part45d7274,linea3,Marketables
part45e043c,line49,Liquids
part45e1b17,line55,SpareParts
part45e9f25,line55,SpareParts
part45eaf81,line71,Machines
part45ef153,line55,SpareParts
part45ff685,line9b,Machines
part46062e8,line49,Liquids
part46074eb,linea3,Marketables
part460c96f,line55,SpareParts
part461517,line56,Machines
part4618403,linea3,Marketables
part4618cbc,linea3,Marketables
part461a4fa,lineb8,Machines
part461ec53,linea3,Marketables
part4621e6f,line55,SpareParts
part4628bec,line4c,Liquids
part462a8b2,linec1,Marketables
part4636e70,line55,SpareParts
part4637200,line60,Machines
part46400cd,line55,SpareParts
part4642fbc,linea3,Marketables
part464499f,line9b,Machines
part4665755,line49,Liquids
part4668830,line55,SpareParts
part4669f16,line61,Machines
part46726ff,linea3,Marketables
part4683d6a,line49,Liquids
part468ec34,line55,SpareParts
part469468e,lined6,Liquids
part469f80a,linea3,Marketables
part46a105b,line4c,Liquids
part46a453b,line55,SpareParts
part46a6405,line61,Machines
part46a7b4,line55,SpareParts
part46c1f48,line55,SpareParts
part46c68a7,line55,SpareParts
part46cbbb8,linec1,Marketables
part46d868d,linec1,Marketables
part46da092,linea3,Marketables
part46e747,line49,Liquids
part46e9b8a,line2f,Machines
part46f0bdc,line49,Liquids
part46f33ff,line60,Machines
part46f4256,linec1,Marketables
part46f4c50,line6d,Machines
part46f5161,linec1,Marketables
part46f6265,line55,SpareParts
part46f6806,linea3,Marketables
part470402e,lined6,Liquids
part4705c8c,linea3,Marketables
part4707e72,linea3,Marketables
part4708c16,line55,SpareParts
part470bc12,line55,SpareParts
part470d8dd,lined6,Liquids
part47182ae,line61,Machines
part47185e9,line49,Liquids
part471ac21,line9b,Machines
part471e3c8,line4c,Liquids
part472125b,lineb8,Machines
part47280d8,linec1,Marketables
part4729464,line55,SpareParts
part472d67c,line4b,Machines
part472db7f,line55,SpareParts
part472e7c8,line4b,Machines
part472e849,line60,Machines
part472f742,line60,Machines
part4742941,linec1,Marketables
part4752188,line60,Machines
part4754604,linea3,Marketables
part4758997,linea3,Marketables
part475977a,linea3,Marketables
part47635e5,line49,Liquids
part4764f47,linec1,Marketables
part476edd0,lined6,Liquids
part476f679,linea3,Marketables
part477592e,linea3,Marketables
part4777145,line55,SpareParts
part4781459,linec1,Marketables
part4782d8a,line55,SpareParts
part4791c5,linec1,Marketables
part4793c1f,linec1,Marketables
part4796ed0,line61,Machines
part47976f5,line4c,Liquids
part4797a51,linea3,Marketables
part479f867,linea3,Marketables
part47a22ed,line49,Liquids
part47a50e,line49,Liquids
part47a93d0,linec1,Marketables
part47b0f30,linea3,Marketables
part47b1cdd,line49,Liquids
part47b3dd6,line49,Liquids
part47b556,linec1,Marketables
part47c2694,linea3,Marketables
part47c57f6,line2f,Machines
part47c830f,linea3,Marketables
part47c8970,lined6,Liquids
part47cdf5b,line49,Liquids
part47d5241,line9b,Machines
part47d9bb,line4b,Machines
part47ddfd5,linea3,Marketables
part47e548d,line55,SpareParts
part47ebf34,linec1,Marketables
part47f0da6,line6d,Machines
part47fe676,linec1,Marketables
part4807ac8,linec1,Marketables
part48097c8,line4c,Liquids
part48112dc,line55,SpareParts
part4817bec,linec1,Marketables
part481822a,line49,Liquids
part481932d,line4b,Machines
part4824356,linec1,Marketables
part482484,linec1,Marketables
part48290a4,lined6,Liquids
part4829c71,line49,Liquids
part482d2c9,linec1,Marketables
part482d9d4,line49,Liquids
part48357ba,line55,SpareParts
part4835aab,line55,SpareParts
part4836313,line56,Machines
part4839791,linec1,Marketables
part484999c,line49,Liquids
part48503a7,line49,Liquids
part4854986,lined6,Liquids
part48566f1,line60,Machines
part486a16,linea3,Marketables
part48717cd,lined6,Liquids
part4872fd9,line55,SpareParts
part4875f85,line9b,Machines
part488057e,line94,Machines
part488262,line9b,Machines
part488881,line55,SpareParts
part488be70,linea3,Marketables
part48a398e,linea3,Marketables
part48a3e21,linea3,Marketables
part48a6df7,linec1,Marketables
part48b086,linea3,Marketables
part48b3217,line61,Machines
part48b36bd,line2f,Machines
part48b3f6b,linea3,Marketables
part48b4470,line49,Liquids
part48b469f,linec1,Marketables
part48b6cb8,line49,Liquids
part48ce41e,lined6,Liquids
part48cedb9,line55,SpareParts
part48d0e70,line55,SpareParts
part48d316e,lined6,Liquids
part48d8397,linea3,Marketables
part48d96e2,line4c,Liquids
part48dd33c,line55,SpareParts
part48e38a9,lined6,Liquids
part48ec764,linec1,Marketables
part48f172b,line55,SpareParts
part48f5517,line49,Liquids
part48f7840,lined6,Liquids
part48fd7ab,lined6,Liquids
part49036ff,line5f,Machines
part4903e85,linea3,Marketables
part490e678,line49,Liquids
part491117e,linea3,Marketables
part491199,line55,SpareParts
part4925a,line9b,Machines
part4928f75,linea3,Marketables
part492f733,line4c,Liquids
part493c02b,line9b,Machines
part4959020,line55,SpareParts
part49608db,lined6,Liquids
part49710a2,line49,Liquids
