shipID,plannedShipDate,actualShipDate,partID,quantity
15443,10/25/2013,10/24/2013,part6667ad,4
15444,10/25/2013,10/25/2013,part3865251,1
15444,10/25/2013,10/25/2013,part5f159e5,2
15444,10/25/2013,10/25/2013,part75157fd,1
15444,10/25/2013,10/25/2013,part6f9c945,1
15444,10/25/2013,10/25/2013,part5a5842c,2
15445,10/25/2013,10/25/2013,part0dba90d,2
15445,10/25/2013,10/25/2013,part68e8f9a,1
15445,10/25/2013,10/25/2013,part8981ccd,5
15445,10/25/2013,10/25/2013,part54d1a21,1
15445,10/25/2013,10/25/2013,partfa2761e,1
15445,10/25/2013,10/25/2013,part71da2df,2
15445,10/25/2013,10/25/2013,partc653823,1
15445,10/25/2013,10/25/2013,partb6208b5,1
15445,10/25/2013,10/25/2013,parta2dff5e,5
15445,10/25/2013,10/25/2013,part7fa02f8,1
15445,10/25/2013,10/25/2013,part028db70,2
15445,10/25/2013,10/25/2013,part6df019c,1
15445,10/25/2013,10/25/2013,part103cc12,1
15445,10/25/2013,10/25/2013,part3dcf86f,1
15445,10/25/2013,10/25/2013,part05257e,2
15445,10/25/2013,10/25/2013,part4bfb68d,1
15445,10/25/2013,10/25/2013,part1645484,1
15445,10/25/2013,10/25/2013,part770d3ce,2
15445,10/25/2013,10/25/2013,partda5110b,1
15445,10/25/2013,10/25/2013,part063ee81,1
15445,10/25/2013,10/25/2013,partf194391,3
15445,10/25/2013,10/25/2013,parte835d64,3
15445,10/25/2013,10/25/2013,partfb2ee1e,10
15445,10/25/2013,10/25/2013,part7da032d,1
15445,10/25/2013,10/25/2013,part288edc6,1
15445,10/25/2013,10/25/2013,part6559395,1
15445,10/25/2013,10/25/2013,part3f1402f,2
15445,10/25/2013,10/25/2013,part06a13e0,1
15445,10/25/2013,10/25/2013,partbceaa2e,1
15445,10/25/2013,10/25/2013,partb8509b1,1
15445,10/25/2013,10/25/2013,partb50e0af,2
15445,10/25/2013,10/25/2013,partf41e87b,1
15445,10/25/2013,10/25/2013,part1257dd8,1
15445,10/25/2013,10/25/2013,part791c237,1
15445,10/25/2013,10/25/2013,partb399873,1
15445,10/25/2013,10/25/2013,part0c80deb,1
15445,10/25/2013,10/25/2013,part081f8f4,1
15445,10/25/2013,10/25/2013,part171a01d,1
15445,10/25/2013,10/25/2013,partba981de,1
15445,10/25/2013,10/25/2013,partc3e4d0b,1
15445,10/25/2013,10/25/2013,part48b3217,2
15445,10/25/2013,10/25/2013,part15541ff,1
15445,10/25/2013,10/25/2013,part6527169,1
15445,10/25/2013,10/25/2013,part9146d41,1
15445,10/25/2013,10/25/2013,partc07ac35,1
15445,10/25/2013,10/25/2013,part80ed8a3,1
15445,10/25/2013,10/25/2013,part0dcfff8,1
15445,10/25/2013,10/25/2013,part1cd5a8b,1
15445,10/25/2013,10/25/2013,part41a226,1
15445,10/25/2013,10/25/2013,part5f63c90,1
15445,10/25/2013,10/25/2013,part7c05e12,1
15445,10/25/2013,10/25/2013,part3dc4c75,4
15445,10/25/2013,10/25/2013,part4db7ce3,2
15445,10/25/2013,10/25/2013,partad51dcf,1
15445,10/25/2013,10/25/2013,part8898bc2,1
15445,10/25/2013,10/25/2013,part66ed30d,1
15445,10/25/2013,10/25/2013,partf6782b7,1
15445,10/25/2013,10/25/2013,partda0e59b,1
15445,10/25/2013,10/25/2013,parte2cbcc9,3
15445,10/25/2013,10/25/2013,part501ef0a,1
15445,10/25/2013,10/25/2013,parted7ea94,1
15445,10/25/2013,10/25/2013,partf52edf6,1
15445,10/25/2013,10/25/2013,part434d2bc,1
15445,10/25/2013,10/25/2013,part3a80ef7,1
15445,10/25/2013,10/25/2013,part371b72e,1
15445,10/25/2013,10/25/2013,partd2411f2,1
15445,10/25/2013,10/25/2013,part3a21dcc,1
15445,10/25/2013,10/25/2013,part98d0588,1
15445,10/25/2013,10/25/2013,part2ebefb,1
15445,10/25/2013,10/25/2013,partb284b8c,1
15445,10/25/2013,10/25/2013,parta2a70c,1
15445,10/25/2013,10/25/2013,part1a5979a,4
15445,10/25/2013,10/25/2013,part03ec4c9,1
15445,10/25/2013,10/25/2013,part5bd94b1,1
15445,10/25/2013,10/25/2013,partcea49fd,1
15445,10/25/2013,10/25/2013,part0d00ec6,2
15445,10/25/2013,10/25/2013,part9b3abf3,2
15446,10/25/2013,10/25/2013,part71b107e,1
15446,10/25/2013,10/25/2013,part7c01c4e,1
15446,10/25/2013,10/25/2013,part3abf99d,1
15446,10/25/2013,10/25/2013,part6ee349a,1
15446,10/25/2013,10/25/2013,partc67cf98,1
15446,10/25/2013,10/25/2013,part446289,2
15446,10/25/2013,10/25/2013,part00b3285,2
15446,10/25/2013,10/25/2013,partf834c30,1
15446,10/25/2013,10/25/2013,partfb2ee1e,1
15446,10/25/2013,10/25/2013,part548a121,1
15446,10/25/2013,10/25/2013,partef9a92a,1
15446,10/25/2013,10/25/2013,parta2cc65f,1
15446,10/25/2013,10/25/2013,part1577914,1
15446,10/25/2013,10/25/2013,partde23618,1
15446,10/25/2013,10/25/2013,partcbde9e0,1
15446,10/25/2013,10/25/2013,part603682,1
15446,10/25/2013,10/25/2013,parta2a70c,5
15446,10/25/2013,10/25/2013,partaf8fb76,1
15446,10/25/2013,10/25/2013,part3c66d5,3
15446,10/25/2013,10/25/2013,partf5fc5f8,1
15446,10/25/2013,10/25/2013,part7547885,3
15446,10/25/2013,10/25/2013,partb8a198d,1
15446,10/25/2013,10/25/2013,partb864176,1
15446,10/25/2013,10/25/2013,partd69c17c,1
15446,10/25/2013,10/25/2013,part6afe28,1
15447,10/25/2013,10/25/2013,part71b107e,1
15447,10/25/2013,10/25/2013,partc8458d9,10
15447,10/25/2013,10/25/2013,part06c2881,1
15447,10/25/2013,10/25/2013,part236fcf,1
15447,10/25/2013,10/25/2013,partb549b8a,1
15447,10/25/2013,10/25/2013,part5d02fb3,1
15447,10/25/2013,10/25/2013,partc67cf98,1
15447,10/25/2013,10/25/2013,part4599fe0,5
15447,10/25/2013,10/25/2013,part476f679,5
15447,10/25/2013,10/25/2013,part371c6ef,3
15447,10/25/2013,10/25/2013,partf315135,5
15447,10/25/2013,10/25/2013,part0dc6600,5
15447,10/25/2013,10/25/2013,part75e83e5,5
15447,10/25/2013,10/25/2013,part40d030e,1
15447,10/25/2013,10/25/2013,part7b31f82,6
15447,10/25/2013,10/25/2013,partc623cbe,1
15447,10/25/2013,10/25/2013,partcdd212f,1
15447,10/25/2013,10/25/2013,part05a3f10,1
15447,10/25/2013,10/25/2013,part7259bf2,1
15447,10/25/2013,10/25/2013,partf753052,3
15447,10/25/2013,10/25/2013,part063ee81,1
15447,10/25/2013,10/25/2013,partf194391,1
15447,10/25/2013,10/25/2013,partfb2ee1e,5
15447,10/25/2013,10/25/2013,parte394e24,1
15447,10/25/2013,10/25/2013,part48566f1,1
15447,10/25/2013,10/25/2013,part9bd2616,1
15447,10/25/2013,10/25/2013,part6e80887,1
15447,10/25/2013,10/25/2013,partc3e4d0b,1
15447,10/25/2013,10/25/2013,part48b3217,1
15447,10/25/2013,10/25/2013,part15541ff,1
15447,10/25/2013,10/25/2013,part6527169,1
15447,10/25/2013,10/25/2013,part0184dc7,1
15447,10/25/2013,10/25/2013,part37f5701,1
15447,10/25/2013,10/25/2013,part8a0bfef,1
15447,10/25/2013,10/25/2013,part4af3ef,1
15447,10/25/2013,10/25/2013,part2e45e83,1
15447,10/25/2013,10/25/2013,part789083,1
15447,10/25/2013,10/25/2013,parte1c733,1
15447,10/25/2013,10/25/2013,part8aac619,1
15447,10/25/2013,10/25/2013,part9a021d,1
15447,10/25/2013,10/25/2013,part1577914,1
15447,10/25/2013,10/25/2013,part88c297,1
15447,10/25/2013,10/25/2013,part481932d,1
15447,10/25/2013,10/25/2013,partcbde9e0,1
15447,10/25/2013,10/25/2013,partf7fd3c6,1
15447,10/25/2013,10/25/2013,parta8b5eff,1
15447,10/25/2013,10/25/2013,part13a370d,1
15447,10/25/2013,10/25/2013,partfe21a2e,1
15447,10/25/2013,10/25/2013,parta2a70c,4
15447,10/25/2013,10/25/2013,partaf8fb76,1
15447,10/25/2013,10/25/2013,part92e062e,3
15447,10/25/2013,10/25/2013,partf5fc5f8,1
15447,10/25/2013,10/25/2013,part7547885,4
15447,10/25/2013,10/25/2013,parta1d30d9,3
15447,10/25/2013,10/25/2013,part804d165,2
15447,10/25/2013,10/25/2013,part6afe28,2
15447,10/25/2013,10/25/2013,part45d7274,3
15448,10/17/2013,10/25/2013,part6ee349a,1
15448,10/17/2013,10/25/2013,part7259bf2,1
15448,10/17/2013,10/25/2013,part1fedfcf,1
15448,10/17/2013,10/25/2013,partda19978,1
15448,10/17/2013,10/25/2013,part7496932,1
15448,10/17/2013,10/25/2013,part6b48c13,1
15448,10/17/2013,10/25/2013,part6e80887,1
15448,10/17/2013,10/25/2013,part481932d,1
15448,10/17/2013,10/25/2013,part1423d77,1
15448,10/17/2013,10/25/2013,partbc24d02,1
15448,10/17/2013,10/25/2013,partcbde9e0,1
15448,10/17/2013,10/25/2013,partaf8fb76,1
15448,10/17/2013,10/25/2013,partf5fc5f8,1
15448,10/17/2013,10/25/2013,part7547885,3
15448,10/17/2013,10/25/2013,part5b46045,1
15448,10/17/2013,10/25/2013,part3ffe996,1
15448,10/17/2013,10/25/2013,part88660c3,1
15448,10/17/2013,10/25/2013,part69a6114,1
15448,10/17/2013,10/25/2013,part9f1158,1
15448,10/17/2013,10/25/2013,part7d0354b,1
15449,10/25/2013,10/25/2013,part71b107e,1
15449,10/25/2013,10/25/2013,partc8458d9,10
15449,10/25/2013,10/25/2013,part06c2881,1
15449,10/25/2013,10/25/2013,part236fcf,1
15449,10/25/2013,10/25/2013,partb549b8a,1
15449,10/25/2013,10/25/2013,part5d02fb3,1
15449,10/25/2013,10/25/2013,partc67cf98,1
15449,10/25/2013,10/25/2013,part4599fe0,5
15449,10/25/2013,10/25/2013,part476f679,10
15449,10/25/2013,10/25/2013,part371c6ef,3
15449,10/25/2013,10/25/2013,partf315135,5
15449,10/25/2013,10/25/2013,part0dc6600,5
15449,10/25/2013,10/25/2013,part75e83e5,5
15449,10/25/2013,10/25/2013,part7b31f82,5
15449,10/25/2013,10/25/2013,partc623cbe,1
15449,10/25/2013,10/25/2013,partcdd212f,1
15449,10/25/2013,10/25/2013,part05a3f10,1
15449,10/25/2013,10/25/2013,part7259bf2,1
15449,10/25/2013,10/25/2013,partf753052,3
15449,10/25/2013,10/25/2013,part063ee81,1
15449,10/25/2013,10/25/2013,partf194391,1
15449,10/25/2013,10/25/2013,partfb2ee1e,5
15449,10/25/2013,10/25/2013,parte394e24,1
15449,10/25/2013,10/25/2013,part48566f1,1
15449,10/25/2013,10/25/2013,part9bd2616,1
15449,10/25/2013,10/25/2013,part6e80887,1
15449,10/25/2013,10/25/2013,partc3e4d0b,1
15449,10/25/2013,10/25/2013,part48b3217,1
15449,10/25/2013,10/25/2013,part15541ff,1
15449,10/25/2013,10/25/2013,part6527169,1
15449,10/25/2013,10/25/2013,part0184dc7,1
15449,10/25/2013,10/25/2013,part37f5701,1
15449,10/25/2013,10/25/2013,part8a0bfef,1
15449,10/25/2013,10/25/2013,part4af3ef,1
15449,10/25/2013,10/25/2013,partc5b6b2,1
15449,10/25/2013,10/25/2013,part2e45e83,1
15449,10/25/2013,10/25/2013,part789083,1
15449,10/25/2013,10/25/2013,parte1c733,1
15449,10/25/2013,10/25/2013,part8aac619,1
15449,10/25/2013,10/25/2013,part9a021d,1
15449,10/25/2013,10/25/2013,part1577914,1
15449,10/25/2013,10/25/2013,part88c297,1
15449,10/25/2013,10/25/2013,part481932d,1
15449,10/25/2013,10/25/2013,partcbde9e0,1
15449,10/25/2013,10/25/2013,partb0df885,1
15449,10/25/2013,10/25/2013,partf7fd3c6,1
15449,10/25/2013,10/25/2013,part13a370d,1
15449,10/25/2013,10/25/2013,partfe21a2e,1
15449,10/25/2013,10/25/2013,parta2a70c,4
15449,10/25/2013,10/25/2013,part1a5979a,1
15449,10/25/2013,10/25/2013,partaf8fb76,1
15449,10/25/2013,10/25/2013,part92e062e,2
15449,10/25/2013,10/25/2013,partf5fc5f8,1
15449,10/25/2013,10/25/2013,part7547885,4
15449,10/25/2013,10/25/2013,parta1d30d9,2
15449,10/25/2013,10/25/2013,part804d165,3
15449,10/25/2013,10/25/2013,part6afe28,3
15449,10/25/2013,10/25/2013,part45d7274,3
15450,10/21/2013,10/25/2013,part03374de,10
15450,10/21/2013,10/25/2013,part763f730,1
15450,10/21/2013,10/25/2013,part5143d01,7
15451,10/25/2013,10/25/2013,part71b107e,1
15451,10/25/2013,10/25/2013,part199ff53,1
15451,10/25/2013,10/25/2013,part6ee349a,1
15451,10/25/2013,10/25/2013,partb1ec169,1
15451,10/25/2013,10/25/2013,partc67cf98,1
15451,10/25/2013,10/25/2013,part446289,2
15451,10/25/2013,10/25/2013,part00b3285,2
15451,10/25/2013,10/25/2013,part7259bf2,1
15451,10/25/2013,10/25/2013,partfb2ee1e,1
15451,10/25/2013,10/25/2013,part6e80887,1
15451,10/25/2013,10/25/2013,part1577914,1
15451,10/25/2013,10/25/2013,part481932d,1
15451,10/25/2013,10/25/2013,partcbde9e0,1
15451,10/25/2013,10/25/2013,parta2a70c,4
15451,10/25/2013,10/25/2013,partaf8fb76,1
15451,10/25/2013,10/25/2013,part3c66d5,3
15451,10/25/2013,10/25/2013,partf5fc5f8,1
15451,10/25/2013,10/25/2013,part7547885,3
15451,10/25/2013,10/25/2013,partb8a198d,1
15451,10/25/2013,10/25/2013,partb864176,1
15451,10/25/2013,10/25/2013,partd69c17c,1
15451,10/25/2013,10/25/2013,part6afe28,1
15452,10/25/2013,10/25/2013,part2196df0,1
15452,10/25/2013,10/25/2013,part247e595,1
15452,10/25/2013,10/25/2013,part84fb301,1
15452,10/25/2013,10/25/2013,part98dd936,1
15452,10/25/2013,10/25/2013,part1fedfcf,4
15452,10/25/2013,10/25/2013,partda19978,1
15452,10/25/2013,10/25/2013,part7496932,1
15452,10/25/2013,10/25/2013,parta456f01,1
15452,10/25/2013,10/25/2013,part3634298,1
15452,10/25/2013,10/25/2013,parta768a76,1
15452,10/25/2013,10/25/2013,part48b3217,1
15452,10/25/2013,10/25/2013,part15541ff,1
15452,10/25/2013,10/25/2013,part9146d41,1
15452,10/25/2013,10/25/2013,partffd3cca,1
15452,10/25/2013,10/25/2013,partbdabca1,1
15452,10/25/2013,10/25/2013,part09e85b0,1
15452,10/25/2013,10/25/2013,part461a4fa,1
15452,10/25/2013,10/25/2013,partc0a3d80,1
15452,10/25/2013,10/25/2013,part83a1c19,1
15452,10/25/2013,10/25/2013,partd3b7588,1
15453,10/25/2013,10/25/2013,part54d1a21,1
15453,10/25/2013,10/25/2013,part71da2df,2
15453,10/25/2013,10/25/2013,partc653823,1
15453,10/25/2013,10/25/2013,partb6208b5,1
15453,10/25/2013,10/25/2013,partb5dfc71,1
15453,10/25/2013,10/25/2013,part062324f,1
15453,10/25/2013,10/25/2013,part1fedfcf,5
15453,10/25/2013,10/25/2013,parte80648f,3
15453,10/25/2013,10/25/2013,part1c1f248,1
15453,10/25/2013,10/25/2013,parte3f9e7c,4
15453,10/25/2013,10/25/2013,parte0eff17,1
15453,10/25/2013,10/25/2013,part720e64e,1
15453,10/25/2013,10/25/2013,part2a89783,6
15453,10/25/2013,10/25/2013,partf41e87b,1
15453,10/25/2013,10/25/2013,part783a2cc,1
15453,10/25/2013,10/25/2013,partcb14710,1
15453,10/25/2013,10/25/2013,part171a01d,1
15453,10/25/2013,10/25/2013,partba981de,1
15453,10/25/2013,10/25/2013,partc3690f7,1
15453,10/25/2013,10/25/2013,part371b72e,1
15453,10/25/2013,10/25/2013,parted2665a,1
15454,10/25/2013,10/25/2013,part4c7eacb,5
15455,10/28/2013,10/25/2013,part8acdaf4,4
15455,10/28/2013,10/25/2013,part6ee349a,1
15455,10/28/2013,10/25/2013,partceb8008,3
15455,10/28/2013,10/25/2013,part23f9e89,3
15455,10/28/2013,10/25/2013,part7496932,1
15455,10/28/2013,10/25/2013,part6b48c13,1
15455,10/28/2013,10/25/2013,part0e8d20e,1
15455,10/28/2013,10/25/2013,part548a121,1
15455,10/28/2013,10/25/2013,parte9072bd,1
15455,10/28/2013,10/25/2013,partf22ac6b,3
15455,10/28/2013,10/25/2013,part3a8cb38,3
15455,10/28/2013,10/25/2013,part724cf3a,3
15455,10/28/2013,10/25/2013,part80e6dd0,3
15455,10/28/2013,10/25/2013,partde23618,1
15455,10/28/2013,10/25/2013,partcbde9e0,1
15455,10/28/2013,10/25/2013,partf63d1b8,1
15455,10/28/2013,10/25/2013,part7547885,7
15456,10/29/2013,10/25/2013,part0db7873,1
15456,10/29/2013,10/25/2013,partf1a2a72,1
15456,10/29/2013,10/25/2013,part1fedfcf,4
15456,10/29/2013,10/25/2013,part9a152eb,1
15456,10/29/2013,10/25/2013,part6d9671f,1
15456,10/29/2013,10/25/2013,part826b680,1
15456,10/29/2013,10/25/2013,part3829acb,1
15456,10/29/2013,10/25/2013,part0c1c740,1
15456,10/29/2013,10/25/2013,partd578ab3,1
15456,10/29/2013,10/25/2013,part15541ff,1
15456,10/29/2013,10/25/2013,part9146d41,1
15456,10/29/2013,10/25/2013,partd3f3f02,1
15456,10/29/2013,10/25/2013,part6287d32,1
15457,10/28/2013,10/25/2013,part71b107e,1
15457,10/28/2013,10/25/2013,part6ee349a,1
15457,10/28/2013,10/25/2013,part0a5a62,1
15457,10/28/2013,10/25/2013,part7259bf2,2
15457,10/28/2013,10/25/2013,part1fedfcf,3
15457,10/28/2013,10/25/2013,part23f9e89,1
15457,10/28/2013,10/25/2013,part7496932,1
15457,10/28/2013,10/25/2013,partb8509b1,1
15457,10/28/2013,10/25/2013,parte04a6ce,1
15457,10/28/2013,10/25/2013,part0c1c740,1
15457,10/28/2013,10/25/2013,partd578ab3,1
15457,10/28/2013,10/25/2013,part15541ff,1
15457,10/28/2013,10/25/2013,part9146d41,1
15457,10/28/2013,10/25/2013,part57669fb,1
15457,10/28/2013,10/25/2013,part9a021d,1
15457,10/28/2013,10/25/2013,parta2cc65f,3
15457,10/28/2013,10/25/2013,part481932d,1
15457,10/28/2013,10/25/2013,partcbde9e0,1
15457,10/28/2013,10/25/2013,part92b16c5,1
15457,10/28/2013,10/25/2013,part06c486c,1
15457,10/28/2013,10/25/2013,partc3976f3,1
15457,10/28/2013,10/25/2013,part2fc2f73,1
15457,10/28/2013,10/25/2013,partafdd19f,1
15457,10/28/2013,10/25/2013,part7547885,2
15457,10/28/2013,10/25/2013,part0d26d05,1
15457,10/28/2013,10/25/2013,parta442b41,1
15457,10/28/2013,10/25/2013,partb864176,1
15457,10/28/2013,10/25/2013,partf557daa,1
15458,10/29/2013,10/25/2013,part1fedfcf,6
15458,10/29/2013,10/25/2013,partda19978,2
15458,10/29/2013,10/25/2013,parta768a76,2
15458,10/29/2013,10/25/2013,part2161c74,2
15458,10/29/2013,10/25/2013,part15541ff,2
15458,10/29/2013,10/25/2013,part9146d41,2
15458,10/29/2013,10/25/2013,part7a9fa60,2
15458,10/29/2013,10/25/2013,partcbd31ff,2
15458,10/29/2013,10/25/2013,part3386073,2
15458,10/29/2013,10/25/2013,part88660c3,2
15458,10/29/2013,10/25/2013,part69a6114,2
15458,10/29/2013,10/25/2013,part9f1158,2
15458,10/29/2013,10/25/2013,part7d0354b,2
15458,10/29/2013,10/25/2013,partecb040a,2
15459,10/25/2013,10/25/2013,part1fedfcf,3
15459,10/25/2013,10/25/2013,partf194391,1
15459,10/25/2013,10/25/2013,partb8509b1,1
15459,10/25/2013,10/25/2013,part48b3217,1
15459,10/25/2013,10/25/2013,part9146d41,1
15459,10/25/2013,10/25/2013,parta79b4c,1
15459,10/25/2013,10/25/2013,partf09cd74,1
15459,10/25/2013,10/25/2013,part5ab227a,4
15459,10/25/2013,10/25/2013,part74b48c0,1
15459,10/25/2013,10/25/2013,part20ac60f,1
15459,10/25/2013,10/25/2013,part50df699,1
15460,9/25/2013,10/25/2013,part997afc8,1
15460,9/25/2013,10/25/2013,partf360b6d,8
15460,9/25/2013,10/25/2013,partf360b6d,8
15460,9/25/2013,10/25/2013,part28676cd,8
15460,9/25/2013,10/25/2013,part5e1ff34,8
15460,9/25/2013,10/25/2013,partc903afa,8
15460,9/25/2013,10/25/2013,part0a83954,8
15460,9/25/2013,10/25/2013,part4e0586b,1
15460,9/25/2013,10/25/2013,part4c359fb,1
15460,9/25/2013,10/25/2013,part1fedfcf,5
15460,9/25/2013,10/25/2013,part3480f67,1
15460,9/25/2013,10/25/2013,part32db3c9,1
15460,9/25/2013,10/25/2013,partc14b17a,1
15460,9/25/2013,10/25/2013,part4570fdf,1
15460,9/25/2013,10/25/2013,partf7a6e43,1
15460,9/25/2013,10/25/2013,partd87d4ea,1
15460,9/25/2013,10/25/2013,partdb554a7,1
15461,10/25/2013,10/25/2013,part8acdaf4,1
15461,10/25/2013,10/25/2013,part6ee349a,1
15461,10/25/2013,10/25/2013,part7496932,1
15461,10/25/2013,10/25/2013,part2691968,1
15461,10/25/2013,10/25/2013,part1ecae61,1
15461,10/25/2013,10/25/2013,part5417bf8,1
15461,10/25/2013,10/25/2013,part6e80887,1
15461,10/25/2013,10/25/2013,part548a121,1
15461,10/25/2013,10/25/2013,part7547885,2
15462,10/22/2013,10/25/2013,parta7d1f23,1
15462,10/22/2013,10/25/2013,parta838040,1
15462,10/22/2013,10/25/2013,part54a8ca3,1
15462,10/22/2013,10/25/2013,partf2742b6,2
15462,10/22/2013,10/25/2013,part0d35419,1
15462,10/22/2013,10/25/2013,part3e0ac82,1
15462,10/22/2013,10/25/2013,part4e79c14,1
15462,10/22/2013,10/25/2013,part36e8d8f,1
15462,10/22/2013,10/25/2013,part843de4c,2
15462,10/22/2013,10/25/2013,partc539236,1
15462,10/22/2013,10/25/2013,part39e0651,1
15462,10/22/2013,10/25/2013,partda57d3c,1
15462,10/22/2013,10/25/2013,part0cf5651,1
15462,10/22/2013,10/25/2013,part4a7b565,2
15462,10/22/2013,10/25/2013,partb96ff79,1
15462,10/22/2013,10/25/2013,part43be066,4
15462,10/22/2013,10/25/2013,partf16b3a5,5
15462,10/22/2013,10/25/2013,part1fedfcf,2
15462,10/22/2013,10/25/2013,part554cf93,1
15462,10/22/2013,10/25/2013,part396a42b,1
15462,10/22/2013,10/25/2013,part77edada,1
15462,10/22/2013,10/25/2013,partad22ec4,1
15462,10/22/2013,10/25/2013,part77e7bbd,1
15462,10/22/2013,10/25/2013,parta163c,1
15462,10/22/2013,10/25/2013,part0a7e137,1
15462,10/22/2013,10/25/2013,partd3476b8,3
15462,10/22/2013,10/25/2013,parte612add,1
15462,10/22/2013,10/25/2013,part5e28220,8
15463,10/25/2013,10/25/2013,part8981ccd,2
15463,10/25/2013,10/25/2013,part8872f9f,1
15463,10/25/2013,10/25/2013,part5d75679,3
15463,10/25/2013,10/25/2013,partd14baa4,1
15463,10/25/2013,10/25/2013,part3dcf86f,10
15463,10/25/2013,10/25/2013,part5b85996,3
15463,10/25/2013,10/25/2013,partcd27c29,2
15463,10/25/2013,10/25/2013,part6def1f0,14
15463,10/25/2013,10/25/2013,partf024954,4
15463,10/25/2013,10/25/2013,partdf3a233,43
15463,10/25/2013,10/25/2013,part7fbf294,3
15463,10/25/2013,10/25/2013,part9f8659,5
15463,10/25/2013,10/25/2013,partd7fa7c3,10
15463,10/25/2013,10/25/2013,part0a4f274,5
15463,10/25/2013,10/25/2013,part9ada3ce,15
15463,10/25/2013,10/25/2013,part912be5f,3
15463,10/25/2013,10/25/2013,part9d537ba,37
15463,10/25/2013,10/25/2013,part93396cc,10
15463,10/25/2013,10/25/2013,part98c8b5d,9
15463,10/25/2013,10/25/2013,part81149f9,2
15463,10/25/2013,10/25/2013,partb8f64bd,1
15463,10/25/2013,10/25/2013,part8d269f3,5
15463,10/25/2013,10/25/2013,part3fa36bd,3
15463,10/25/2013,10/25/2013,part4cc8a56,3
15464,10/25/2013,10/25/2013,partff68ba6,2
15464,10/25/2013,10/25/2013,part5fafea0,1
15464,10/25/2013,10/25/2013,part0c2b8a6,1
15464,10/25/2013,10/25/2013,part0df49a7,1
15464,10/25/2013,10/25/2013,part76d5284,2
15464,10/25/2013,10/25/2013,partae01400,1
15465,10/25/2013,10/25/2013,part0dba90d,4
15465,10/25/2013,10/25/2013,parta7ecd4d,4
15465,10/25/2013,10/25/2013,parteeb2e6,2
15465,10/25/2013,10/25/2013,partd160b0,2
15465,10/25/2013,10/25/2013,part4bfb68d,4
15465,10/25/2013,10/25/2013,part1645484,2
15465,10/25/2013,10/25/2013,part1fedfcf,4
15465,10/25/2013,10/25/2013,part0987f63,4
15465,10/25/2013,10/25/2013,partf194391,6
15465,10/25/2013,10/25/2013,partcae4a86,2
15465,10/25/2013,10/25/2013,part7da032d,4
15465,10/25/2013,10/25/2013,part288edc6,2
15465,10/25/2013,10/25/2013,partf81195,2
15465,10/25/2013,10/25/2013,partb50e0af,4
15465,10/25/2013,10/25/2013,partb399873,2
15465,10/25/2013,10/25/2013,part2f7402c,2
15465,10/25/2013,10/25/2013,part48b3217,2
15465,10/25/2013,10/25/2013,part6527169,2
15465,10/25/2013,10/25/2013,part9146d41,2
15465,10/25/2013,10/25/2013,partc6d58ba,2
15465,10/25/2013,10/25/2013,part80ed8a3,2
15465,10/25/2013,10/25/2013,part0dcfff8,2
15465,10/25/2013,10/25/2013,part7dbcf6e,2
15465,10/25/2013,10/25/2013,part28069f5,2
15465,10/25/2013,10/25/2013,part5f63c90,4
15465,10/25/2013,10/25/2013,part4669f16,2
15465,10/25/2013,10/25/2013,part3dc4c75,2
15465,10/25/2013,10/25/2013,part8898bc2,4
15465,10/25/2013,10/25/2013,part66ed30d,2
15465,10/25/2013,10/25/2013,parte2cbcc9,4
15465,10/25/2013,10/25/2013,part501ef0a,4
15465,10/25/2013,10/25/2013,part7f7f838,2
15465,10/25/2013,10/25/2013,partfcf11db,2
15465,10/25/2013,10/25/2013,parte8a3c2a,2
15465,10/25/2013,10/25/2013,parta66fdb,2
15465,10/25/2013,10/25/2013,part0945ee9,2
15465,10/25/2013,10/25/2013,part0d00ec6,2
15465,10/25/2013,10/25/2013,part9b3abf3,4
15466,10/24/2013,10/25/2013,part75e83e5,10
15466,10/24/2013,10/25/2013,part059b373,10
15467,10/25/2013,10/25/2013,partb90a340,1
15467,10/25/2013,10/25/2013,partc67cf98,1
15467,10/25/2013,10/25/2013,part7fbf294,3
15467,10/25/2013,10/25/2013,part446289,2
15467,10/25/2013,10/25/2013,part00b3285,2
15467,10/25/2013,10/25/2013,partc623cbe,1
15467,10/25/2013,10/25/2013,partcdd212f,1
15467,10/25/2013,10/25/2013,part063ee81,1
15467,10/25/2013,10/25/2013,partf194391,1
15467,10/25/2013,10/25/2013,partfb2ee1e,5
15467,10/25/2013,10/25/2013,parte394e24,1
15467,10/25/2013,10/25/2013,part48566f1,1
15467,10/25/2013,10/25/2013,partc3e4d0b,1
15467,10/25/2013,10/25/2013,part48b3217,1
15467,10/25/2013,10/25/2013,part15541ff,1
15467,10/25/2013,10/25/2013,part6527169,1
15467,10/25/2013,10/25/2013,part0184dc7,1
15467,10/25/2013,10/25/2013,part37f5701,1
15467,10/25/2013,10/25/2013,partbb8eae,1
15467,10/25/2013,10/25/2013,part4af3ef,1
15467,10/25/2013,10/25/2013,part789083,1
15467,10/25/2013,10/25/2013,parte1c733,1
15467,10/25/2013,10/25/2013,part8aac619,1
15467,10/25/2013,10/25/2013,part1577914,1
15467,10/25/2013,10/25/2013,part88c297,1
15467,10/25/2013,10/25/2013,partcbde9e0,1
15467,10/25/2013,10/25/2013,part13a370d,1
15467,10/25/2013,10/25/2013,partfe21a2e,1
